Feature,Speaker
"Comically Missing the Point: Not as much as Joey, but she often doesn't understand things that are obvious to the others.",Phoebe
"Covert Pervert: Initially, when her ""innocence"" was more genuine. Then it became less covert and more just part of her character that she was kinky, frequently sharp-tongued and kind of mean.",Phoebe
Cuckoosnarker: Adds a darker more sarcastic streak to her normal Cloudcuckoolander status as the seasons go on. Often throwing a barb at the most inoppertune times even.,Phoebe
"Cute Bruiser: Easily the best fighter of the girls (even more so than the supposedly strong Monica) and arguably of the entire group. In an episode, she even breaks Joey's nose (the toughest guy of the group). In ""The One After the Super Bowl"", she breaks off the Cat Fight between Rachel and Monica by grabbing their ears. She lived on the street, after all.
Phoebe: Okay, now I'm gonna kick some ass!",Phoebe
"The Cutie: Mostly in early seasons: her quirky, cheerful, and na?ve personality combined with Hair of Gold, Heart of Gold and The Pollyanna make her cute.",Phoebe
Dark and Troubled Past: Already had a troubled family life before having to live in the streets when she was 14.,Phoebe
"Depending on the Writer: Phoebe's level of intelligence could vary greatly depending on the episode. Mostly, she could be a Cloudcuckoolander who, despite her oddness, was otherwise pretty functional. At other times, she could be elevated to being a slightly weird voice of reason or a full-blown Dumb Blonde. Her level of ""innocence"" also varies. Sometimes she seems pure and na?ve like a child, sometimes she's a friendly but tough girl with a slightly edgy streak, and other times, she's a snide and sexually aggressive Manipulative Bitch.",Phoebe
"The Ditz: She frequently comes off as a flaky airhead.
Phoebe: I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought, okay it's, like, a mouse or a possum. But then I realized, like, okay, where would a mouse or a possum get the money to make the phone call?",Phoebe
"Dreadful Musician: To some, but she's mostly more of a Dreadful Songwriter. Her lyrics are either terrifyingly banal (like ""Smelly Cat"") or terrifyingly tasteless (like a Christmas carol she wrote about her mom dying).",Phoebe
"Drives Like Crazy: ""Hey, I didn't have my license taken away because I drive carefully. Haha.""",Phoebe
"Dude Magnet: Like Rachel, she picks up numerous guys with ease.",Phoebe
"Dumb Blonde: To an extent, but she's more a ""ditzy and na?ve blonde"" who likes to act silly. She's more streetwise than most of the other characters, despite her kooky behavior.",Phoebe
"Dysfunctional Family: A fierce competitor with Chandler, given her dad ran away, her mom killed herself, her twin sister hates her, her grandma was weird, and then she met a half-brother who married a much older teacher.",Phoebe
Everyone Loves Blondes: She is the free spirit and fun-loving member of the group. Many men seem to find her attractive.,Phoebe
"Foil: In general, Phoebe tends to be the unconventional contrast to multiple members of the group as she's more free-spirited and honest in comparison to the other friends who tend to hide things as long as possible.",Phoebe
The Gadfly: It's often difficult to discern whether or not her Cloud Cuckoolander moments are her being genuine or just messing with people.,Phoebe
"Genki Girl: Arguably the most chipper, playful and bubbly of the main cast despite her dark and tragic past.",Phoebe
"Giftedly Bad: With her songs. Despite her passion for playing guitar and singing, the lyrics of her songs are just as odd as she is.",Phoebe
"Good Bad Girl: She tends to reveal many unexpected sexual escapades at the most random times, until season 9 when she started dating Mike.",Phoebe
Go-to Alias: She often uses the name Regina Phalange when she doesn't want to use her real name.,Phoebe
"Granola Girl: More in earlier seasons, where it was probably her most obvious personality trait. Slightly less so in later seasons when she ends up a little less hippy and a little more edgy.",Phoebe
"Hair of Gold, Heart of Gold: Very downplayed. She has light blonde hair and a wide-eyed look on the world similar to a child's, but certainly isn't innocent.",Phoebe
"Hard-Drinking Party Girl: Not often, but it comes up now and then. When she went to a charity event, her idea of helping the kids was to drain the bar so the kids wouldn't drink it.",Phoebe
Head-Tiltingly Kinky: Some of her humor derives from the fact that her sexual practices have no boundaries.,Phoebe
"Heterosexual Life-Partners: With Monica and Rachel. Despite knowing them less than they know each other, she develops a strong friendship with both of them as the series progresses.",Phoebe
"Hidden Depths:
She spoke to Joey's grandmother in Italian. Even Phoebe was unaware of her skill.
She knows French... from learning it in a street corner with some other people, presumably.
She demonstrates her knowledge of wines when Rachel's father berates a waiter for serving the '74 Lafite instead of the '75, then storms off.
Rachel: In case you didn't notice, that is a scary man.
Phoebe: He's right, though. The '74 is absolute piss.",Phoebe
"Hypocrisy Nod: One episode has Phoebe receiving a fur coat, even though she's the first one of the six to be for animal rights, and despite her initial reluctance she quickly starts wearing it and loves it. Then she suddenly runs across a squirrel that's staring at her, leading her to admit she's gone against everything she stood for and throw the coat away.",Phoebe
"The Ingenue: Downplayed. She comes off as very na?ve and Still Believes in Santa, at least until Joey reveals the truth to her. But she is not as pure as she seems (see Good Bad Girl) and has a mean streak.",Phoebe
"Insane Troll Logic: She thrives on this! For example, in ""The One with the Cat"", she tries to justify her belief that a stray cat is the reincarnated spirit of her mother by explaining that her guitar case is lined with orange felt. Her mom's favorite fish, meanwhile, was orange ruffy. Cats like fish. Soooooooooooo...",Phoebe
"In-Series Nickname: Pheebs, though she didn't get it for a while.
Phoebe: [to Rachel] Oh, Pheebs.
Rachel: Honey, that's your name.
Phoebe: That's short for Phoebe? I thought that's just what we called each other.",Phoebe
"Jerkass to One: A downplayed example when it comes to Ross and Chandler. Joey is her favorite, she usually gets along with Monica and Rachel, but is a lot more harsh and critical to Ross and Chandler despite genuinely loving them dearly. With Ross it's zig-zagged, and while she can be rude to him, she's also supportive of his relationship with Rachel. Also, in the first four seasons, she's a relatively good friend to Chandler, but after he starts dating Monica, she becomes dismissive of him for some reason.",Phoebe
"Jerk with a Heart of Gold: She's far from a bad person and obviously loves her friends, but she definitely has a mean streak and can be downright rude in later episodes.",Phoebe
"Large Ham: Sometimes. Helps she's enthusiastic and prone to yelling. In one episode, she and Ross go over the top when they read the lines of one of Joey' scripts.",Phoebe
Light Feminine and Dark Feminine: The Light Feminine (cheerful Manic Pixie Dream Girl who wears bright clothes) to Ursula's Dark Feminine (Femme Fatale who wears black).,Phoebe
"Like Brother and Sister: With Chandler in early episodes, being both the goofy, playful members of the group, they have fun with each other and often spend time together. Over time, this becomes the dynamic of Phoebe's friendship with Joey for the rest of the show, while she and Chandler turn into The Friends Who Never Hang.",Phoebe
"Likes Older Men: Quite a few times. She has shown attraction to both Monica's dad in ""The One Where Ross Got High"" and Rachel's dad in ""The One with the Stripper"". In ""The One with Joey's New Brain"", she competes with Rachel over who gets to keep a phone who belonged to a young attractive guy, but when an elderly man later comes to claim the phone, she happily goes to dinner with him, claiming he's even more attractive than the young guy.",Phoebe
"Manic Pixie Dream Girl: She seems to act as this to the rest of the group, as well as in most of her relationships. Notably, the group occasionally finds her actions annoying or intrusive, and in the 10th season, Phoebe admits that she has never been in a relationship which lasted more than a month. Occasionally, being a Manic Pixie Dream Girl seems to actively work against her, such as the first time she was ready to move in with a man, and then broke up with him shortly after he impulsively shot a bird with his handgun. On another occasion, she ends a relationship because her boyfriend is even more of a Manic Pixie Dream Guy than she is, and she can't stand him.",Phoebe
The McCoy: Of the women. She's The McCoy to Rachel's The Kirk and Monica's The Spock.,Phoebe
"Meta Girl: Not exactly the Only Sane Woman, but was always the one to point out the show's clichés, like the amount of gay jokes Chandler makes or the First World Problems Rachel has with Ross.",Phoebe
"Mirror Character: To Ross, while also being a Foil. Both characters are a little more isolated from the friend dynamic; Monica and Rachel are childhood best friends and roommates, while Chandler and Joey are best friends and also roommates for half of the series which leaves Ross and Phoebe a little on the wayside since they live further away from the rest of the group. They're also portrayed as the characters with ""quirkier"" interests that the rest of the group doesn't care about (Phoebe in general, Ross with paleontology). In certain episodes, it's shown that Ross actually understands how Phoebe thinks, whereas Phoebe is the only one who appreciates Ross' musical pursuits (with the bagpipes and the keyboards).",Phoebe
"Multiple-Choice Past: Lampshaded.
Rachel: How have you never been on Oprah?",Phoebe
"My Sister Is Off-Limits: She's unhappy when Joey starts dating her twin sister Ursula, but in a twist on the trope, it's not Ursula she's worried about. Her concern is that when Ursula inevitably dumps Joey, he'll be so hurt he won't want to be friends with Phoebe anymore, as she'll remind him of Ursula. When her younger half-brother gets engaged to his old elementary school teacher, she becomes a little concerned. She tries to ""help him"" by breaking her brother up with his fiancée. Unfortunately, the breakup leads to her brother becoming depressed.",Phoebe
"Nice Girl: In earlier seasons, she is the nicest of the three girls, despite her oddity. She becomes a lot less nice by the end of the series, but still has her kind moments.",Phoebe
"The Not-Love Interest: To Joey, often hinting about potentially being together in a future. Besides some isolated kisses, they never actually dated, never had sex and in fact, Joey ends up introducing Phoebe to her husband to-be.",Phoebe
Opposites Attract: With Mike. He's pretty normal and she is quirky.,Phoebe
"Parental Abandonment: Has lost more parents than most people have: her birth mother leaves, her biological father walked out on them, her adoptive mother died, and her adoptive mother's second husband was in jail... And, as the page quote reminds us, all this happened before she was 15.",Phoebe
"Ping Pong Na?veté: Since she's frequently shown to be quite clever, quick-witted and Street Smart, you may think that all her moments of ditzy idiocy are just Obfuscating Stupidity.",Phoebe
"Platonic Life-Partners: With Joey. They playfully flirt, they have a softness for each other (often both of them picking the other over the rest of the group), they have a lot of Ship Tease, including at least four kisses, yet they never dated (or had sex) in all ten years, and aside from their jokes about being a possible couple in the future, it was clear that they just wanted to be friends, but nothing more. They even keep a pact until Phoebe's wedding to Mike to get married if they are both still single when they're forty.note?Matt Leblanc and Lisa Kudrow had the idea that Joey and Phoebe should have had a secret friends with benefits relationship the entire time, but it was nixed by the producers.",Phoebe
"The Pollyanna: Very cheerful and upbeat, despite her Dark and Troubled Past.",Phoebe
"Psychic Powers: Implied and Played for Laughs. During one pre-opening credits scene, everyone's thoughts are given voice-overs. Joey's thoughts are a random tune. Phoebe's thoughts ask ""Who's singing?""",Phoebe
"Really Gets Around: Almost at Joey's level. She tends to reveal many unexpected sexual escapades at the most random times, until season 9 when she started dating Mike.",Phoebe
"Running Gag: ""Regina Phalange.""  Even acts as a Chekhov's Gun so that Ross can say good-bye to Rachel in the season finale.",Phoebe
"Savvy Guy, Energetic Girl: Energetic Girl to Mike's Savvy Guy. Ross is the nebbish and uptight Savvy Guy and Phoebe is the free-spirited and unpredictable Energetic Girl.",Phoebe
"Shipper on Deck:
She is clearly a Ross/Rachel shipper. According to her, Ross is Rachel's ""lobster"" (the person you are supposed to be with the rest of your life). Even when they aren't dating she's always the first to believe that they have still feelings for each other (in season 6 and again in season 9) and she's also the one who drives Ross to the airport, to convince Rachel to stay, in the last episode. That said, though, she is also the one who (unsuccessfully) attempts to convince Rachel not to go to London to crash Ross' wedding to Emily and declare her love for him.
Inverted when it comes to Chandler/Monica. Possibly because she doesn't seem a big fan of Chandler in later seasons. She even tried to introduce Monica to her ""soulmate"" when she was already married to Chandler! This could be due to being a Green-Eyed Monster as she's realizing she wants a committed relationship and is jealous of how happy Monica and Chandler are together.
Phoebe: [when she finds out that Chandler and Monica are together] I think it's great! ... For him. She might be able to do better.",Phoebe
Soapbox Sadie: Often rails against cruelty to animals and preservation of nature but she sometimes falls short.,Phoebe
"Smarter Than You Look: She acts like a ditz, but is definitely not stupid. She's Street Smart and can speak two foreign languages.",Phoebe
"Still Believes in Santa: Phoebe (the kookiest of the titular friends) and Joey get into a debate about whether completely selfless good deeds exist or not, with Joey taking the side of them not existing. While making his point, he mentions ""the deal with Santa Claus"". Later, Phoebe follows up on that remark to make sure Joey meant that Santa Claus doesn't exist. After getting the confirmation, Phoebe spends a few moments staring wide-eyed into space.",Phoebe
"Street Smart: She is not well educated and lacks knowledge in other areas, but she spent some of her childhood on the street and gained a lot of knowledge from it.",Phoebe
Street Urchin: From the age of 14.,Phoebe
"The Tease: Very flirtatious, often just for the fun of it. She flirts with Joey (who is just as flirty as her, to the point of Ship Tease), and also with Chandler in later seasons (oddly, she never did it before he started dating Monica).",Phoebe
"Took a Level in Jerkass: Towards the end, she can be very mean to both Chandler and Ross.",Phoebe
Town Girls: The Neither to Rachel's Femme and Monica's Butch.,Phoebe
"Vitriolic Best Buds: With Ross and Chandler, especially in later seasons. But while Ross seems to enjoy their squabbling, Chandler - despite being the Deadpan Snarker - rarely bites back, hinting he's not that comfortable with her remarks.",Phoebe
"Weird Aside: She often begins a story with ""When I was living on the streets..."" or ""When my mother killed herself..."" - The titular friends take it in stride (after all, they already know about Phoebe's mother and life story), new acquaintances do not. Also, when Phoebe was a surrogate mother she liked to freak people out by talking about having her brother's baby.",Phoebe
"Weirdness Magnet: Having the ghost of an old woman possess her, being chased around a junkyard by a psychotic, being stalked by men who mistake her for her twin sister, Ursula, and having her apartment haunted by her grandmother.",Phoebe
"With Friends Like These...: With Chandler in later seasons.
Possibly lamsphaded by Chandler in season 10, when Phoebe and Monica have a fight.
Monica: We are not friends with Phoebe anymore.
Chandler: If she asks, I protested a little, but okay!",Phoebe
Womanchild: Phoebe has a childishly na?ve outlook towards life (even with her crappy childhood) and still believes in fantasy figures such as Santa Claus.,Phoebe
"Women Prefer Strong Men: While she has dommy qualities herself, she made it clear that she wasn't a big fan of soft/sissy guys (like Ross and Chandler) and got the most hot for Mike when he was beating Monica at ping-pong. It’s most telling in one episode when Monica immediately goes about waiting to spend all of Chandler’s money (the exact number isn’t show, but it’s implied to be a LOT), and when Chandler puts his foot down and refuses to spend it on a “party” Phoebe OPENLY shows an attraction to him.” Phoebe: Money and a backbone? Now THAT’S a Chandler I can get behind.”",Phoebe
Alone Among the Couples: He ends up as this in the last episode. But he gets a Love Interest in the Joey spinoff.,Joey
"Always Someone Better: To Chandler a few times. His prowess in attracting women is pretty much indisputable by any characters, which has lead to some insecurity on Chandler's part when he's compared with him (not helped by Joey's overall pride and occasional insensitivity towards Chandler on the topic).",Joey
"Ambiguously Bi: He's The Casanova but the flashback episode ""The One with Joey's Interview"" has a whole montage of suggestive moments with Chandler and Ross.",Joey
"Bad ""Bad Acting"": Most of his in-series acting is either this or overacting.",Joey
"Bad Liar: One of the subplots of ""The One with Rachel's Other Sister"" is about him being a terrible liar and Phoebe teaching him how to lie.",Joey
"Berserk Button: He really does not like to share his food. When Rose steals his muffin, Joey reminds him of that quite loudly. Do not lie to Joey, especially if you are his best friend. It happens quite a few times with Chandler.",Joey
Better as Friends: With Rachel.,Joey
"Beware the Silly Ones: He has a long fuse and is generally a goofy and amiable dude, but awaken his deeply-buried wrath and everyone, even his close friends, have good reason to be afraid of him.",Joey
"Big Brother Instinct: He's very protective of his seven sisters. When the youngest, Dina, got pregnant by her idiot boyfriend, Joey attacked said boyfriend, dragged him to Dina, and tried to officiate a Shotgun Wedding. He also acts like this towards all his friends, particularly the three girls. He even allows his sisters to beat the crap out of Chandler when he drunkenly makes out with one sister and can't remember which one it wasnote?It was Maria Angela.",Joey
"Big Eater: In one episode, he volunteers to eat a whole Thanksgiving turkey, which doesn't mean he'll stop eating until then. (He calls it ""warming up."") He eventually does eat the entire turkey, and still has room for dessert. Another episode involving Phoebe's birthday dinner at a nice restaurant. Over the course of the episode, everyone, including Phoebe, leaves for other activities... except Joey. He's bummed at first, but lights up when all of the already ordered entrees arrive. He is also the only one who enjoyed Rachel's trifle that contained beef, also managing to eat the pieces everyone else claimed to have eaten. In an Imagine Spot of what if he'd married Monica, he became morbidly obese from overeating her constant good cooking.
Joey: 'Cause I'm a Tribbiani! And this is what we do! I mean we may not be great thinkers or world leaders, we don't read a lot or run very fast, but damn it, we can eat!",Joey
"Book Dumb: He lacks academic knowledge, but is street smart, at least in early seasons before devolving into The Ditz.",Joey
"Brainless Beauty: A sympathetic one. Even Rachel tells him ""Thank God you’re pretty"" in one episode.",Joey
"Brilliant, but Lazy: For all the criticism of his acting ability, he is actually quite gifted at memorization. He is consistently able to memorize lines in a short amount of time no matter the subject matter (although he'd naturally need help with pronunciation for the more complex words). However, he's consistently Book Dumb because he cares so little about academic pursuits and would rather do something fun. On those rare occasions where does he try to apply himself (such as reading an encyclopedia in ""The One with the 'Cuffs"" or preparing for a trip to the Met with Charlie in ""The One with the Fertility Test""), he had no trouble retaining the information and engaging in conversation on the given topics. note?Though the Met trip encountered an obvious problem when Joey took a wrong turn upon entering the building. ""The One with the Cooking Class"" suggests he has enough raw talent to rival Monica as a Supreme Chef, if he actually went all in instead of just making the occasional meal for himself and his friends. Joey has also shown that his acting skills actually go a long way in mundane settings. Whenever he's helped out the other friends in their professions, he adopts a ""character"" to help him with the job. This typically ends up with Joey becoming more popular and well liked with the rest of the staff, and shows that Joey has real skills when he puts the effort into it.",Joey
"Brutal Honesty: Goes between this and Innocently Insensitive. It's Played for Laughs usually, but he tends to be very blunt about Chandler's romantic prospects throughout the series and his overall superiority towards Chandler in terms of winning over women or making love.",Joey
"Butt-Monkey: His friends sometimes make fun of him for his embarrassing acting gigs (Al Pacino's butt, the VD poster) and he's often the butt of the jokes for his stupidity, his failures, and other situations.",Joey
"The Casanova: He's successful with women, and is seen dating and sleeping with many different girls in various episodes. In fact, women are his biggest obsession along with food. note?""I want girls on bread!""",Joey
"Catchphrase: ""How you doin'?""",Joey
"Characterization Marches On: In the original series, there's a running joke about him being a terrible actor who constantly has to lie on his resume (Phoebe once told him that one of the casting directors said they had never heard a more fake Italian accent from someone of Italian origins). In the spinoff, Joey is seen as a much more competent actor. In the pilot, he was a bit of a Jerkass and more of a Handsome Lech. Beginning in the second episode, he's the lovable goof we all know and love. He didn't have as much of a childlike na?vete in early seasons that he was later known for, to the point that it ends up contradicting some of his behavior in later seasons. For example, he doesn't initially believe in Santa Claus in early seasons up to at least season 5, but by season 9 is upset at missing out at meeting Santa at the Thanksgiving Day parade. Similarly, he's one of the first to know that the ""pet got sent to a farm"" story is a lie and gives Ross a look of pity when it's revealed he once fell for it; by the series finale, he believes the exact same farm story to cover up the deaths of the chick and the duck.",Joey
"Chick Magnet: Due to being a ladies man. All his female friends (Rachel, Phoebe, Monica) were attracted to him at different points.",Joey
"Chivalrous Pervert: Joey is this when it comes to his female friends. He hits on them on numerous occasions and tries several ploys to either see them naked or see them kiss each other, but he's kind, fiercely loyal and incredibly respectful towards them. When everyone believes Phoebe's been in a porno movie, Joey is the only member of the gang who refuses to watch it. He also freaks out quite a bit when Rachel calls his bluff and actually offers to sleep with him. Upon hearing Phoebe was pregnant, he goes out to beat up the supposed father... then comes back and proposes to Phoebe so she won't be alone. Later, when he finds out that Rachel is the one who is actually pregnant, he promptly proposes to her too. In one episode, when a drunken Rachel responds favorably to his ""How you doin'?"" line, he tells Ross not to let her drink any more, while in another, when he mentioned that he found a drunk girl passed out on the couch in his and Chandler's apartment (following a party), in response to everyone's horrified questions of ""What did you do to her?"", he rather angrily declares, ""I put a blanket over her in case she was cold and a bucket next to her in case she needed to throw up!"", making it abundantly clear that he never even thought about taking advantage of her.",Joey
"The Ditz: Especially in later seasons. Joey's ditziness especially shines through in the subject of geography - at various points in the series he has thought that the Netherlands was where Peter Pan lives, described Chandler's ""going to Yemen"" ruse for getting rid of Janice as clever because ""it almost sounds like a real place"", and gone to the bank to try changing dollars into ""Vermont money"".",Joey
"Dumbass Has a Point: In one episode, he pointed out, when everyone (except Phoebe, who was usually self-employed) wondered why their bosses hated them, that they were in a coffee shop at 11:30 a.m on a Wednesday. While he does screw up things for his friends, it's noted that his friends often lied or mislead him first.",Joey
"Dumb Muscle: Something of an Informed Attribute, but in-universe he's considered the strongest of the three guys, as mentioned a few times by other characters.",Joey
"Ethical Slut: Rare Male Example. He goes through women like most people breathe oxygen, but always respects their boundaries and never comes off as predatory. If anything, he's probably the nicest to potential Love Interests out of any of the three guys.",Joey
"Everyone Has Standards: He may sleep around a lot, but Joey draws the line at being considered a creepy sex addict a la Dennis Reynolds from It's Always Sunny in Philadelphia. For example, he draws the line at having sex with someone who is drunk, and when Ross reveals he had a sex tape of him and Rachel he points out it would've been okay had she consented to it note? He does cut Ross slack when Ross reveals it was just an accident and he just never got around to deleting it.. In particular, he's horrified when he discovers that Monica and Chandler are having sex while Emma is in her crib just one room over.Joey: You can't have s-e-x when you're taking care of a b-a-b-i-e! While he has two-timed before, he draws the line on doing so with one's wife, and is upset to learn that his dad has a mistress. While he was never in this exact situation himself, when Chandler was dating a woman going through a divorce who had a chance to patch things up with her husband, Joey observed that in Chandler's position, he would step back and give the woman a chance to make her marriage work, particularly when the couple had a child to consider. Based on how protective he is of women when they're pregnant, and his offer to marry Rachel when she was carrying Emma, it's heavily implied Joey believes that a man should be there to help their pregnant wife and be there to raise the child once they're born.",Joey
"Extreme Omnivore: Rachel's little incident of It Tastes Like Feet mentioned above? Yeah, didn't bother him in the slightest. He actually ate everyone else's slices.
Joey: What's not to like. Custard? Good. Jam? Good. Meat? Good.",Joey
"Eye Take: A character trademark. Whenever Joey comes to major realization, the camera holds on him as the information takes a moment to sink in before he goes bug eyed and dramatically reacts.",Joey
"Flanderization: His eating habits and lack of intelligence, particularly his Manchild behavior. For instance, early in the show, he knows what an Adam's apple is. Later in the series, Chandler has to tell him it's not a ""Joey's apple"" as it's not named after every individual. His spin off added to this. He got no dumber but rather his womanizing habits got the attention. On Friends he was very successful with women but within reason. On Joey he seems to have multiple sexual partners every day.",Joey
"Foil: To both Chandler and Ross, especially in terms of success with women. He's consistently portrayed as more dimwitted than either of them, but ultimately a nicer friend with more consistent success with women.",Joey
Giftedly Bad: With his acting skills.,Joey
"Girl on Girl Is Hot: He definetely thinks so. Heck, his first response to Ross telling the gang his wife was a lesbian was a ""Cool!"", followed by a lecherous smirk.",Joey
"Going Commando: A mild running gag. In one episode, Chandler needed to borrow some underwear, to which Joey said ""Sorry, I'm not wearing any"".",Joey
"Gratuitous Italian: Kind of. Chandler says Joey ""only knows the swear words"" of Italian.",Joey
"Handsome Lech: His treatment of potential female roommates borders on stalking. He views the single women of New York as sexual conquests and not much else (he's never abusive, he's just... very, very shallow). According to LeBlanc on a Gaby Roslin interview, he wasn't a great fan of the more lecherous moments, as he felt like Joey had to be sweeter than that otherwise it'd make no sense why the girls would view him as a friend.",Joey
"The Heart: Despite being dimwitted, selfish with food and having a sleazy and perverted view of women, he's extremely loyal, protective and arguably the most kindhearted of the friends.",Joey
Heterosexual Life-Partners: With Chandler.,Joey
"Hidden Depths: In ""The One with the 'Cuffs"", he is able to absorb a lot of information on topics beginning with the letter ""V"" from the one encyclopedia he was able to afford. In ""The One with the Kips"", he shows his strange knowledge of elevators. He also knew how to turn off the radiator in Monica and Rachel's apartment after they broke the handle off. Might not seem like a big deal, but nobody else on hand knew what to do. He's a fantastic, if careless craftsman, though it's only shown in one episode, ""The One with Frank Jr."" where he built a giant entertainment center for his and Chandler's apartment and did such a good job of tiling Monica's bathroom that, even with all her super OCD, she called ""beautiful"". The carelessness comes in when he almost lobotomises Chandler with an electric drill and builds the entertainment center too big for the wall. In ""The One with Russ"", it's revealed that he relieves stress by cooking spaghetti sauce. He almost consistently gives pretty good relationship advice to the rest of the group.",Joey
"Hilariously Abusive Childhood: One episode reveals that he was sexually abused by his tailor for years as a kid, without even realizing it. It's Played for Laughs.",Joey
"Hospital Hottie: He's meant to be this as Dr. Drake Remoray on Days of Our Lives, complete with altered voice, but the exaggerated Soap Within a Show means that his character is way too ridiculous to take seriously. After Joey leaves the show, he pokes fun at this by switching voices mid-sentence whenever he has to say his character's name.",Joey
"Hypocrite: He was furious when Chandler kissed his girlfriend, Kathy, even though he was cheating on her with another girl. The reason why he sees them as different situations is because Chandler is his Heterosexual Life-Partner; it's the betrayal by a friend that upsets him the most. He gets outraged when Phoebe's friend Sarah takes french fries of his plate, but eats her dessert with very little qualms while she's taking a phone call.",Joey
"Hypocritical Humor: He gets annoyed when he realizes one of his one-night stands doesn't remember him even though he never bothers to remember any of them. He justifies this by saying ""I am very memorable!""",Joey
"I Call Him ""Mister Happy"": The Little General - formerly Little Major, but it earned a promotion after Denise DeMarco.",Joey
"Imaginary Friend: Apparently he had one as a child, a Space Cowboy named ""Maurice"".",Joey
"Innocent Innuendo: He can make anything sound dirty, including ""Grandma's chicken salad.""",Joey
"Irony: Joey is considered to be the least intelligent of the friends, but he's the one who found clues and figured out Monica and Chandler were in a Secret Relationship, whereas Rachel, Phoebe and Ross caught them in the act.",Joey
"I Was Young and Needed the Money: Joey was once in a porn movie because he was ""young, and needed some money"". When he couldn't go through with it, they let him play a guy who walks in during a sex scene to watch the couple have sex on the photocopier. At least he had a speaking bit, ""You know, that's bad for the paper tray."" But, being Joey, he seems genuinely proud of his role and quite happily sits down to watch it with the gang and point out his appearance.",Joey
"Kindhearted Simpleton: Despite his stupidity, he's regularly shown to be a nice and caring friend toward the other five.",Joey
"Ladykiller in Love: As short-lived as it was, his crush on Rachel in season 8 was genuine. He also develops real feelings for Phoebe's twin Ursula in season 1, his co-star Kate in season 3, his new roommate Janine in season 6 and finally with Alex in the spin-off.",Joey
"Lethally Stupid: In ""The One with Frank Jr."", specifically the scene where he's drilling a hole in the wall and the drill comes out the other side really close to Chandler's head.
Joey: Oh, I'm sorry. Did I get you?
Chandler: No, you didn't get me!! It's an electric drill; you get me, you kill me!!",Joey
"Like Brother and Sister: With Monica in later seasons, when she marries his Heterosexual Life-Partner Chandler.",Joey
Logical Fallacies: Joey naturally falls into this a lot.Joey: You hid my clothes?! Well... I'm going to do the exact opposite! Chandler: ... You're going to show me my clothes? Which is pretty much what he does.  By wearing every pair of clothes Chandler owns.,Joey
"Lost Food Grievance: Do NOT try to take his food, doing so is his main Berserk Button. He refused to call one girl back after she stole some of his fries on a date and Rachel reveals that he once got mad at Emma, a baby, for trying to take one of his grapes.",Joey
"Lovable Sex Maniac: He talks openly and often about his many, many sexual conquests, at one point admitting to deflowering an intern on the set of his television show. His love of pornography is also the target of numerous jokes.",Joey
"Manchild: He constantly mooches off Chandler (with everything from rent payments to acting classes), he refuses to maintain a steady romantic relationship even when he's well into his mid/late-30's, and he's hopelessly idealistic about his acting career despite clearly being a pretty lousy actor. As the show went on, these traits were Flanderized for him, and by the final season he was buying Cabbage Patch Kids dolls, being entertained by a book intended for preschoolers, and had a written letter of his being mistaken as one written by an actual six-year-old.",Joey
Massive Numbered Siblings: He is the only boy out of seven sisters.,Joey
The McCoy: Of the men. He's The McCoy to Chandler's The Kirk and Ross' The Spock.,Joey
"Mr. Fanservice: The go-to guy for Shirtless Scenes among the main male characters, and is definitely the most well-built and traditionally attractive of the three. He even gets a few nude scenes over the years, though generally for Naked People Are Funny purposes rather than outright fanservice. Many women also consider him this In-Universe, and he's even used it leverage a few acting gigs.",Joey
"Never Gets Fat: To the point the ""Joey Special"" (two large cheese pizzas) is named in his honor. Averted in an Imagine Spot where he married supreme chef Monica, as having a wife who constantly cooked gourmet food for him was finally enough for him to grow extremely fat.",Joey
Nice Guy: Joey is incredibly loyal and a great friend. He manages to be a good guy despite his womanizing ways.,Joey
"The Not-Love Interest: To Phoebe and Chandler. Before Chandler and Monica got together, he and Joey were considered to be ""The other couple of the series"" by some interviewers.",Joey
"Only Known by Their Nickname: Joey or Joe. In the latter case, it's usually Chandler being sarcastic. Phoebe does call him by his full name when he blows her off one night. Another instance is when he is sitting at the coffeehouse brainstorming for a new stage surname with Chandler. They always use Joseph, not Joey. He finally likes one of Chandler's suggestions (Stalin), but it fails to impress the crew in his next audition.",Joey
"Parental Substitute: To Phoebe during her wedding day, filling the role of Phoebe's father, after Phoebe tells him that her stepdad can't come to the ceremony. He takes the role very seriously.",Joey
"Platonic Life-Partners: With Phoebe. They playfully flirt, they have a softness for each other (often both of them picking the other over the rest of the group), they have a lot of Ship Tease, including at least four kisses, yet they never dated (or had sex) in all ten years, and aside from their jokes about being a possible couple in the future, it was clear that they just wanted to be friends, but nothing more. They even keep a pact until Phoebe's wedding to Mike to get married if they are both still single when they're forty",Joey
"The Pornomancer: Possibly the most famous modern pornomancer. Despite not having any magical skills (or intelligence) of note, he rarely needs to utter more than ""Hey. How you doin'?"" before scoring.",Joey
